"Species","Forest","Savanna","Shrubland","Grassland","Wetlands","Rocky areas","Caves and Subterranean Habitats","Desert","Marine Neritic","Marine Oceanic","Marine Deep Ocean Floor","Marine Intertidal","Marine Coastal/Supratidal","Artificial/Terrestrial","Artificial/Aquatic","Introduced Vegetation","Other","Unknown"
2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2791,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2831,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2546,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
2550,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2553,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1762,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
