"Species","Forest","Savanna","Shrubland","Grassland","Wetlands","Rocky areas","Caves and Subterranean Habitats","Desert","Marine Neritic","Marine Oceanic","Marine Deep Ocean Floor","Marine Intertidal","Marine Coastal/Supratidal","Artificial/Terrestrial","Artificial/Aquatic","Introduced Vegetation","Other","Unknown"
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
706,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
709,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3212,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2250,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1747,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
260,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1259,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3358,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0
3187,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2982,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2773,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2977,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
927,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
518,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2067,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
932,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2983,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2488,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
3095,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2223,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0
2625,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3453,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1119,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
521,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
796,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1492,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1115,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1342,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3359,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
3005,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1939,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2613,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2255,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1744,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
485,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2321,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
545,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2685,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1516,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1433,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
797,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
926,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3381,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
559,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3098,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1509,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2382,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2168,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
862,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3233,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0
175,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2258,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2635,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1404,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
847,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
517,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
538,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2612,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
544,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1343,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
539,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1743,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1401,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
173,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
174,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
176,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
179,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
235,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
241,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
569,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
571,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
643,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
757,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
864,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
930,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
933,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
936,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
937,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
970,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1648,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1649,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1764,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1817,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
691,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1925,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1926,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1932,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1936,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1937,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1938,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2048,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2242,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2261,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2263,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2269,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2274,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2277,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2309,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2392,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2479,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2580,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2609,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2630,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2640,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2643,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2644,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2686,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2725,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2772,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2877,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2978,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2980,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3058,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3141,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3179,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3211,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3243,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3256,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3327,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3330,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3333,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3344,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3455,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2387,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3247,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2475,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2476,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3257,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3259,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1249,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1537,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2238,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2624,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2230,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3174,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1153,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1238,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2537,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2278,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3326,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1931,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2642,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
784,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
