"Species","Forest","Savanna","Shrubland","Grassland","Wetlands","Rocky areas","Caves and Subterranean Habitats","Desert","Marine Neritic","Marine Oceanic","Marine Deep Ocean Floor","Marine Intertidal","Marine Coastal/Supratidal","Artificial/Terrestrial","Artificial/Aquatic","Introduced Vegetation","Other","Unknown"
2153,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
1420,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1987,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3343,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
914,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1809,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
911,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2882,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2307,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3210,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2275,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2268,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3452,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
560,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1986,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1039,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1155,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2632,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1481,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1265,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1553,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1552,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3168,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2236,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2805,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2864,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2141,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
653,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2045,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
652,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
656,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1535,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
350,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
805,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3143,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
768,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
589,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
892,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3266,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2676,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
3138,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1011,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
588,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1536,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2693,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1988,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
742,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
651,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
654,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
238,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
520,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
550,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
566,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
572,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
641,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
642,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
672,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
746,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
793,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
860,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
912,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
971,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1314,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1339,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1344,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1402,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1484,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1488,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1816,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1875,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1930,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2082,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2149,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2224,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2232,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2235,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2254,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2259,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2262,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2267,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2273,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2276,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2315,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2381,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2394,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2540,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2622,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2629,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2639,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2646,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2653,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2687,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2782,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3225,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1121,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3314,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3331,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
